Product,Rating,Title,Review,Brand,Line,RatingNumeric,HairPattern,HairDensity,ScalpCondition,HairConcerns
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,this actually works !,"so i have the worst dry hair. like the worst. when people say don’t use too much it’ll make your hair oily .. i just laugh. not my hair. i can (and do) use straight oil on my hair. anyway, i use this product instead of conditioner. i can really tell a difference in the  softness of my hair. it feels softer and healthier. i am for sure a returning customer.",Carol's Daughter,Curly Hair Products,5,straight,medium,dry scalp,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,holy grail hair product,"the holy grail curly hair product, ppl!!everyone go buy this - and then go back and buy it again for anyone you love. this stuff lasts for days on end, doesn’t leave hair crunchy or frizzy - cost effective and a little bit goes an incredibly long way. i have spiral curls and this goes on great. i’ve bought it for friends with wavy hair and will use it for the rest of my life. cannot believe i finally found a product that does it all. get this. you’re welcome.",Carol's Daughter,Curly Hair Products,5,wavy,medium,,frizz
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",3.0 out of 5 stars,good hold but super flaky,"it has a good hold, but…. you don’t notice all the flakes that develop until you’re wearing a black shirt or lean against something and it looks like it snowed on it. it also does not leave your hair shiny. it creates a dull cast and take a very long time to dry.",Carol's Daughter,Curly Hair Products,3,4c,fine,flaky scalp,"dryness, shine"
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",2.0 out of 5 stars,high hopes but didn’t deliver,"i am trying to find something less expensive than kinky curls custard. tried this after spraying with leave-in conditioner and dried with a diffuser. curls looked fine, but it was very crunchy and crispy and my hair felt ridiculously dry. the only thing i loved about it was the scent.will try again and just let my hair air-dry, maybe it will be better but i personally cannot recommend this product.",Carol's Daughter,Curly Hair Products,2,curly,fine,sensitive scalp,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,amazing product.,i have issues with odors ; my friends know not to come around me with smelly ( perfumes soaps deodorant etc.)  this has a nice clean smell and does not linger.,Carol's Daughter,Curly Hair Products,5,coily,fine,sensitive scalp,shine
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",3.0 out of 5 stars,not enough moisture,this curl quenching moisturizer didn’t provide as much moisture as i would have liked. i washed my hair and applied it while wet and it just didn’t seem like enough. i had to apply a pretty generous amount for me to be satisfied with it. i have a weird curl pattern that’s between kinky curly and wavy. lol. my hair is also more on the fine side. not very thick at all. yes i told you all my hair is weird. i don’t think i would buy this again although i have loved all of their other products.,Carol's Daughter,Curly Hair Products,3,wavy,fine,sensitive scalp,"dryness, frizz, breakage"
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,says for curly hair but for my thick course frizzy hair,"this product was recommended as i live in florida and the humidity really makes my hair frizz. i have been buying expensive shampoos, and i must say i like this better. very comparable to those salon alternatives as far as rich lather and quality, but even better if you have fly away frizzy hair in humid conditions. usually i have to wash and dry my hair and it looks better the second day after the frizz settles, but with this product i look more like i came from the salon the same day that i wash my hair.",Carol's Daughter,Curly Hair Products,5,curly,medium,,"frizz, dryness"
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,"smells amazing, great hold and shine","this stuff is great! i’ve been using the black vanilla shampoo as well and i love it all. my curls don’t really curl anymore, just wave, but i needed something to give it great hold and shine. this stuff does just that. smells amazing, slight crunch to it which i like, gives shine, and great hold",Carol's Daughter,Curly Hair Products,5,curly,fine,dry scalp,shine
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,carols daughter coco creme excellent product!,i love carols daughter products and was happy to see the launch of the coco creme line.  i have not been disappointed with this shampoo.  my hair is extremely dry due to having several processes on it.  i am always looking for a shampoo and conditioner to help with the dryness.  i am very happy with the results.,Carol's Daughter,Curly Hair Products,5,4a,medium,,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,"works great, but may take a bit of time","i did not like this shampoo at first, and wouldn't have used it again if i had another option, but at the time i did not. i'm very glad i didn't, b/c 2 or 3 shampoos later, the stuff kicked in and my hair started looking great and feeling soft. i am older, so my hair is dryer than it used to be, and its natural wavy/curly structure was starting to lose its oomph. once this shampoo kicked in, everything came back to normal. i shampoo every other day in the summer and every 3 days in the winter, and this shampoo is now my brand of choice.",Carol's Daughter,Curly Hair Products,5,wavy,fine,dry scalp,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",1.0 out of 5 stars,will never ever put this near my hair again.,"i have natural hair. i wash, tshirt dry and add moisturizer. have done this routine for 20+ years.i heard raves about this company. so i decided to try it.this left a nasty flaky film in my hair when it dried. my hair felt gross. it’s normally soft and curly and bouncy. this made me look like i needed a deep oil treatment. i had to check the bottle again to make sure it wasn’t supposed to be rinsed and i bought the wrong product. nope. it’s a leave-in.not impressed. i use cantu, olive oil and lusters with no issues. this was the worst.",Carol's Daughter,Curly Hair Products,1,curly,medium,flaky scalp,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,great product. heavy/moisture rich. lasts a while.,can't go wrong with this product if you're hair is thirsty. it is heavy so this will only work with certain hair types. i use this as a leave in conditioner after i shampoo. by taking a dime size amount or less and distributing it to my curls (but not my scalp) when my hair is already wet. i just squeeze out the excess water and it locks in the moisture. one of these will probably last me 2 years considering how little i need to use since it is so heavy.my curls are fine so i would not recommend using this without diluting it for a leave in conditioner and i would not use this more than once per week as a regular conditioner. but that's just me and my fine curls. they can't take the weight.,Carol's Daughter,Curly Hair Products,5,curly,fine,dry scalp,"dryness, shine"
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,"best find for my kinky curls, after 40 years of searching!","i had stopped buying products since nothing seemed to work for my kinky, white-girl curls. i literally had started using the clippers on my hair so it wasn't long enough to curl up. but someone suggested this exact product, and i haven't looked back! it's now on my amazon prime subscription list forever...and cheaper here than anywhere i have looked. thanks for making my hair happy again!",Carol's Daughter,Curly Hair Products,5,curly,fine,,shine
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,the only carol's daughter product i use,"i've purchased carol's daughter products in the past and many of them were average, for me.  nothing really special where i felt like i needed it.this one however, is different.  i've ordered it several times and it's the only moisturizing cream i buy.  i've thrown the others out and i stick with this one.  it's thick and helps my twists stay in place until i'm ready to take them out.  it gives softness and moisture to my hair.the scent is a bit strong, but i like it so it doesn't bother me.  i've tried other products, but i keep coming back to this one.  i use this and a small amount of twisting gel (from another company) and that's all i need.i'm taking an effort to stop buying every new product that comes out and just stick to what i know works! this is definitely a staple product for me.",Carol's Daughter,Curly Hair Products,5,curly,fine,dry scalp,"dryness, split ends, shine, volume"
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",1.0 out of 5 stars,don't wear dark colors,"the price for the amount of gel received was pretty good.  the actual product does nothing for my hair.  it doesn't make it soft. it flakes off of my hair something fierce. don't wear anything black!  it makes my hair feel stiff, and dry. not moisturizing at all.  the smell is not pleasant. there is a bit of a chemical smell.this product may be good for some people, but not my hair type. i don't know if i am 4a,b, or c, but i am definitely more kinky/curly than wavy.",Carol's Daughter,Curly Hair Products,1,wavy,fine,flaky scalp,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,fabulous,been using this product for years never leave home without it!,Carol's Daughter,Curly Hair Products,5,4c,fine,sensitive scalp,shine
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",2.0 out of 5 stars,left my hair dry & brittle,"after first applying carol's daughter coco creme to my damp hair i could feel my hair turning hard.  i still decided to give it a chance,  maybe i needed to use it a couple days.  however,  by the 3rd day my hair had become so course,  dry and brittle utt felt like straw.  also, after my hair dried there was a lot of flaking as i combed my hair.  i bought it because it had great reviews from youtubers.  i guess it's not for everyone.  i would not recommend this product.",Carol's Daughter,Curly Hair Products,2,3c,medium,flaky scalp,dryness
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,my favorite hair mask,"i love this deep moisture hair mask for my dry/damaged curly hair. i apply this to my hair every time i wash it, which is usually 2-3 times a week. i leave it on for at least 5 minutes to really moisturize my hair. i love the smell and it makes my hair soft, silky and shiny.",Carol's Daughter,Curly Hair Products,5,curly,medium,,"dryness, shine"
"Carol’s Daughter Coco Creme Coil Enhancing Moisture Butter for Very Dry Hair, with Coconut Oil and Mango Butter, Paraben Free and Silicone Free Butter for Curly Hair, 12 oz",5.0 out of 5 stars,all that your curls need!!!,"just amazing!!!!! i've been looking for something like this for so long and i finally found it. this leave in conditioner is perfect for my curls, it softens and moisturizes my hair and the smell  omg just divine!!! i'm proudly going to say that this is my new creme and i will be trying more of their other products for sure.",Carol's Daughter,Curly Hair Products,5,curly,fine,,
